EmployeeID,NightShifts,MorningShifts,AfternoonShifts,WeekendShifts,HolidayShifts,WorkingTimeMean,WorkingTimeVariance
97,245,245,0,0,0,10.444897959183674,0.28076279692204925
98,0,243,243,0,0,6.037037037037037,0.25895316804407464
99,0,239,239,0,0,6.142259414225942,0.25698815090890237
100,157,244,87,0,0,8.155737704918034,0.29663360993051313
101,13,232,219,0,0,7.297413793103448,0.28778549037169837
102,2,238,236,0,0,7.092436974789916,0.24458390951317577
103,0,235,235,0,0,6.314893617021276,0.25939261683942877
104,139,233,94,0,0,8.111587982832617,0.22025307088944734
105,102,229,127,0,0,7.9825327510917035,0.27162338159809896
106,231,231,0,0,0,10.497835497835498,0.30325616412573375
107,122,231,109,0,0,8.047619047619047,0.3064182194616992
108,0,228,228,0,0,6.100877192982456,0.24969085709869035
109,37,233,196,0,0,7.579399141630901,0.26198756844753696
110,1,230,229,0,0,6.895652173913043,0.25107271691665145
111,234,234,0,0,0,9.311965811965813,0.3014012692124295
112,246,246,0,0,0,10.776422764227643,0.272258171561303
113,0,230,230,0,0,5.991304347826087,0.3230681602430251
114,73,245,172,0,0,7.816326530612245,0.2407159585145564
115,54,236,182,0,0,7.716101694915254,0.2722502704652025
116,0,234,234,0,0,6.170940170940171,0.24533215949524728
117,3,232,229,0,0,7.142241379310345,0.2870391103149743
118,82,240,158,0,0,7.8125,0.26176778242677823
119,42,228,186,0,0,7.614035087719298,0.28209289744184024
120,0,234,234,0,0,6.017094017094017,0.29155203404130087
121,235,235,0,0,0,9.13191489361702,0.31158392434987875
122,221,236,15,0,0,8.65677966101695,0.3029751172015862
123,230,230,0,0,0,10.034782608695652,0.269527245111061
124,0,231,231,0,0,6.926406926406926,0.27716920760398667
125,2,240,238,0,0,6.983333333333333,0.22566248256624472
126,0,231,231,0,0,6.298701298701299,0.27995482778091096
127,0,236,236,0,0,6.385593220338983,0.2634511359538397
128,160,240,80,0,0,8.241666666666667,0.27608089260809027
129,0,240,240,0,0,6.4875,0.29273012552301103
130,0,230,230,0,0,6.647826086956521,0.2640782228972887
131,21,235,214,0,0,7.468085106382978,0.25859247135842733
132,245,245,0,0,0,9.918367346938776,0.2801940448310487
133,20,235,215,0,0,7.463829787234043,0.266848517912348
134,25,238,213,0,0,7.504201680672269,0.2763535794064437
135,0,227,227,0,0,5.995594713656388,0.23449378191883552
136,1,234,233,0,0,6.829059829059829,0.2624995414694962
137,0,232,232,0,0,6.146551724137931,0.2728019107329428
138,41,227,186,0,0,7.629955947136564,0.26069159097110906
139,235,238,3,0,0,8.899159663865547,0.25983051448427524
140,232,232,0,0,0,10.857758620689655,0.26106508434094045
141,233,233,0,0,0,10.660944206008583,0.25954565635637317
142,3,232,229,0,0,7.012931034482759,0.25524331989849586
143,243,245,2,0,0,9.020408163265307,0.27417196386750964
144,21,239,218,0,0,7.355648535564853,0.2385288843570914
145,35,245,210,0,0,7.616326530612245,0.2784208765473388
146,1,241,240,0,0,6.576763485477178,0.3034578146611314
147,0,236,236,0,0,6.216101694915254,0.32331410025243656
148,0,236,236,0,0,6.453389830508475,0.274413992066354
149,164,243,79,0,0,8.222222222222221,0.30578512396694213
150,0,237,237,0,0,6.755274261603375,0.28731316598726664
151,13,235,222,0,0,7.357446808510638,0.2733951627568685
152,1,233,232,0,0,6.8412017167381975,0.24622613585910555
153,6,230,224,0,0,7.3,0.2807860262008702
154,0,232,232,0,0,6.181034482758621,0.2701149425287345
155,41,237,196,0,0,7.569620253164557,0.28856468568976534
156,0,238,238,0,0,6.563025210084033,0.2808211892351889
157,236,236,0,0,0,10.61864406779661,0.2624594302199802
158,0,227,227,0,0,6.167400881057269,0.25503878991072365
159,220,237,17,0,0,8.561181434599156,0.2811985982979407
160,0,230,230,0,0,6.004347826086956,0.27509018416555975
161,0,227,227,0,0,6.299559471365638,0.2726989201200761
162,90,234,144,0,0,7.867521367521367,0.2699277355929705
163,6,242,236,0,0,7.1735537190082646,0.235314289633418
164,0,237,237,0,0,6.628691983122363,0.2852749767574913
165,103,234,131,0,0,7.85042735042735,0.2736693444847942
166,0,239,239,0,0,6.7280334728033475,0.3500931753454502
167,0,231,231,0,0,6.298701298701299,0.2712591756069979
168,5,243,238,0,0,7.238683127572016,0.28163792810257354
169,0,240,240,0,0,6.316666666666666,0.3260808926080857
170,8,231,223,0,0,7.294372294372295,0.3303594955768858
171,79,230,151,0,0,7.8,0.23930131004366495
172,1,242,241,0,0,6.8264462809917354,0.28510682075374993
173,0,234,234,0,0,6.47008547008547,0.2845090055390459
174,48,241,193,0,0,7.6929460580912865,0.2636583679114816
175,32,234,202,0,0,7.564102564102564,0.255529877847472
176,234,234,0,0,0,9.2008547008547,0.247037892960636
177,0,236,236,0,0,6.406779661016949,0.2678687342228628
178,208,234,26,0,0,8.482905982905983,0.26794688382671644
179,1,244,243,0,0,6.971311475409836,0.27489374620522294
180,0,241,241,0,0,6.481327800829876,0.2756915629322293
181,238,242,4,0,0,8.863636363636363,0.25933609958506226
182,0,228,228,0,0,6.543859649122807,0.27560089651440983
183,237,237,0,0,0,10.924050632911392,0.24844453979832165
184,69,236,167,0,0,7.771186440677966,0.2963577353047204
185,5,244,239,0,0,7.274590163934426,0.2658537408082069
186,0,234,234,0,0,6.358974358974359,0.308352591614396
187,0,231,231,0,0,6.753246753246753,0.2649350649350669
188,12,234,222,0,0,7.3931623931623935,0.28252815377279183
189,0,230,230,0,0,6.1869565217391305,0.30987279286120895
190,0,233,233,0,0,5.969957081545064,0.2620245671155866
191,12,244,232,0,0,7.344262295081967,0.2595965728934761
192,4,242,238,0,0,7.119834710743802,0.2801858646822793
193,237,242,5,0,0,8.698347107438016,0.27792256781317537
194,236,236,0,0,0,10.830508474576272,0.24349080418319222
195,14,226,212,0,0,7.420353982300885,0.2980727630285158
196,244,244,0,0,0,9.192622950819672,0.2631552317344721
197,14,228,214,0,0,7.368421052631579,0.2777648968235533
198,10,241,231,0,0,7.410788381742739,0.29304979253111774
199,0,234,234,0,0,6.713675213675214,0.2996405120868677
200,239,241,2,0,0,9.228215767634854,0.3518672199170093
201,1,239,238,0,0,6.895397489539749,0.26212158503568855
202,230,230,0,0,0,9.26086956521739,0.24606037592557226
203,0,229,229,0,0,6.03056768558952,0.29292116754768677
204,0,228,228,0,0,6.276315789473684,0.25370971481567567
205,0,237,237,0,0,6.371308016877637,0.2683258242151184
206,222,233,11,0,0,8.721030042918455,0.25373686547284485
207,14,240,226,0,0,7.4125,0.2768305439330559
208,0,228,228,0,0,6.2105263157894735,0.22861117551588095
209,57,239,182,0,0,7.707112970711297,0.2583945712176119
210,28,241,213,0,0,7.531120331950207,0.283402489626557
211,244,244,0,0,0,9.10655737704918,0.2766646427848577
212,0,241,241,0,0,6.037344398340249,0.2527662517289097
213,0,242,242,0,0,6.008264462809917,0.2820890915949371
214,0,239,239,0,0,5.99581589958159,0.25628494075454383
215,2,237,235,0,0,6.9113924050632916,0.284488307230207
216,241,241,0,0,0,10.742738589211617,0.2585408022130044
217,230,231,1,0,0,8.965367965367966,0.28575192923018894
218,13,242,229,0,0,7.338842975206612,0.32454305407908013
219,0,232,232,0,0,6.844827586206897,0.2528735632183873
220,0,244,244,0,0,6.762295081967213,0.256021048370776
221,19,227,208,0,0,7.405286343612334,0.30404272737904753
222,246,246,0,0,0,10.825203252032521,0.2917703666832513
223,1,233,232,0,0,6.918454935622318,0.2907355335207896
224,226,231,5,0,0,8.909090909090908,0.24822134387351347
225,0,239,239,0,0,6.656903765690377,0.28515171759080343
226,105,239,134,0,0,7.953974895397489,0.2625786716360212
227,0,234,234,0,0,6.329059829059829,0.2989802281647752
228,84,239,155,0,0,7.861924686192468,0.27077106993425226
229,239,243,4,0,0,8.851851851851851,0.2672176308539995
230,2,242,240,0,0,7.095041322314049,0.26893796509036266
231,27,235,208,0,0,7.468085106382978,0.30132751409347003
232,233,245,12,0,0,8.661224489795918,0.3068919371027106
233,1,242,241,0,0,6.764462809917355,0.28039161894311104
234,242,243,1,0,0,9.11111111111111,0.2644628099173554
235,2,237,235,0,0,7.008438818565401,0.29653865407995694
236,0,228,228,0,0,6.728070175438597,0.2693407527629637
237,201,233,32,0,0,8.407725321888412,0.28562971733017234
238,0,239,239,0,0,6.531380753138075,0.25846489223304236
239,7,230,223,0,0,7.269565217391304,0.32003037782418703
240,223,231,8,0,0,8.722943722943723,0.31421042725391013
241,0,227,227,0,0,6.013215859030837,0.29628474523410536
242,12,235,223,0,0,7.251063829787234,0.2913984360792843
243,242,242,0,0,0,9.367768595041323,0.29157093378141713
244,8,237,229,0,0,7.345991561181434,0.3035114067081433
245,4,235,231,0,0,7.127659574468085,0.2485906528459715
246,16,239,223,0,0,7.401673640167364,0.25814844766358597
247,36,228,192,0,0,7.587719298245614,0.2874256124893735
248,244,244,0,0,0,9.938524590163935,0.24723402819941884
249,0,238,238,0,0,6.2100840336134455,0.2510371237102411
250,0,234,234,0,0,6.7905982905982905,0.2521000696966369
251,0,237,237,0,0,6.649789029535865,0.3302224129299895
252,28,242,214,0,0,7.479338842975206,0.2838037104351715
253,0,228,228,0,0,6.385964912280702,0.28209289744184024
254,237,237,0,0,0,10.717299578059071,0.22906386326252748
255,1,230,229,0,0,7.026086956521739,0.3224606037592543
256,222,238,16,0,0,8.684873949579831,0.2842428110484683
257,246,246,0,0,0,10.390243902439025,0.2879044300647142
258,0,231,231,0,0,6.688311688311688,0.29373235460192043
259,3,234,231,0,0,7.081196581196581,0.2294303217050025
260,52,241,189,0,0,7.659751037344399,0.2670816044260012
261,1,242,241,0,0,6.793388429752066,0.26418847090291475
262,69,229,160,0,0,7.794759825327511,0.286639086799967
263,3,230,227,0,0,7.095652173913043,0.279020315169925
264,228,234,6,0,0,8.850427350427351,0.2736693444847942
265,47,229,182,0,0,7.615720524017467,0.2902780969892008
266,246,246,0,0,0,9.130081300813009,0.2850506056080975
267,1,232,231,0,0,6.788793103448276,0.26255784445439645
268,27,241,214,0,0,7.535269709543568,0.30812586445366225
269,0,233,233,0,0,6.665236051502146,0.24951901731537873
270,101,234,133,0,0,7.897435897435898,0.22977880488609861
271,173,246,73,0,0,8.276422764227643,0.29878878380620094
272,4,233,229,0,0,7.133047210300429,0.2968773124167565
273,0,231,231,0,0,6.489177489177489,0.26836062488236284
274,98,230,132,0,0,7.969565217391304,0.33531422061894683
275,0,231,231,0,0,6.683982683982684,0.2431771127423338
276,227,242,15,0,0,8.599173553719009,0.2660574054387635
277,0,230,230,0,0,6.743478260869566,0.27015378773495685
278,60,227,167,0,0,7.713656387665198,0.2672020583992801
279,0,237,237,0,0,6.527426160337553,0.2672530930415525
280,14,237,223,0,0,7.383966244725738,0.2883858971608403
281,0,233,233,0,0,6.206008583690987,0.2073775344087592
282,16,227,211,0,0,7.3744493392070485,0.2795212662274339
283,133,229,96,0,0,8.056768558951966,0.28185091549834906
284,0,238,238,0,0,5.945378151260504,0.32189837960500683
285,229,229,0,0,0,9.851528384279476,0.30242089941009653
286,0,241,241,0,0,6.1078838174273855,0.27997925311202987
287,177,229,52,0,0,8.314410480349345,0.3042212518195029
288,28,233,205,0,0,7.493562231759657,0.25103596270534173
289,0,243,243,0,0,6.411522633744856,0.2844947794442719
290,239,239,0,0,0,10.06276150627615,0.3027671319573796
291,4,236,232,0,0,7.080508474576271,0.2615759105661709
292,0,243,243,0,0,6.390946502057613,0.2804135632418478
293,72,231,159,0,0,7.805194805194805,0.27927724449463825
294,0,241,241,0,0,6.356846473029045,0.27213001383126234
295,2,233,231,0,0,7.214592274678112,0.32444132011247695
296,229,234,5,0,0,8.816239316239317,0.2450570411943741
297,28,244,216,0,0,7.475409836065574,0.26688254739256906
298,4,229,225,0,0,7.122270742358078,0.28322990883321963
299,0,227,227,0,0,6.3039647577092515,0.2921523527347825
300,4,231,227,0,0,7.134199134199134,0.2645209862601168
301,66,227,161,0,0,7.788546255506608,0.2913726560368036
302,237,237,0,0,0,10.89451476793249,0.2727240220267542
303,0,238,238,0,0,6.205882352941177,0.265450483991067
304,0,230,230,0,0,6.008695652173913,0.24446554015568883
305,238,238,0,0,0,10.050420168067227,0.2674892741906891
306,45,232,187,0,0,7.655172413793103,0.2701895805344046
307,0,235,235,0,0,5.902127659574468,0.24251682124022564
308,107,232,125,0,0,7.974137931034483,0.25041050903119705
309,232,232,0,0,0,10.008620689655173,0.2942976563666165
310,77,244,167,0,0,7.766393442622951,0.28676718612966656
311,113,239,126,0,0,7.97489539748954,0.29348475791990314
312,15,232,217,0,0,7.431034482758621,0.2982534706672627
313,3,242,239,0,0,7.235537190082645,0.2720928637563891
314,5,232,227,0,0,7.099137931034483,0.3061464397671278
315,0,240,240,0,0,6.304166666666666,0.2878486750348685
316,0,230,230,0,0,6.2043478260869565,0.31177140687298177
317,0,239,239,0,0,6.2133891213389125,0.260996448788724
318,243,244,1,0,0,8.889344262295081,0.23050327194225412
319,0,238,238,0,0,6.80672268907563,0.2916001843775508
320,243,243,0,0,0,9.45679012345679,0.2987450260177505
321,242,242,0,0,0,10.78099173553719,0.2962346970268462
322,1,231,230,0,0,6.922077922077922,0.2373800112930558
323,71,244,173,0,0,7.778688524590164,0.28003777912703365
324,4,228,224,0,0,7.175438596491228,0.2862663266094764
325,0,243,243,0,0,6.497942386831276,0.3006155834438672
326,105,229,124,0,0,7.956331877729258,0.31387420516356496
327,78,242,164,0,0,7.797520661157025,0.3032303418949973
328,111,237,126,0,0,7.962025316455696,0.29092469427161816
329,0,241,241,0,0,6.850622406639004,0.24426002766251714
330,0,237,237,0,0,6.059071729957806,0.3015804905957246
331,0,236,236,0,0,6.38135593220339,0.27097006851785255
332,248,248,0,0,0,10.64516129032258,0.270340864568366
333,4,241,237,0,0,7.012448132780083,0.27067773167358006
334,119,242,123,0,0,8.049586776859504,0.26309111484516806
335,238,238,0,0,0,9.449579831932773,0.2738183881147397
336,48,228,180,0,0,7.671052631578948,0.3010085787155142
337,50,233,183,0,0,7.6995708154506435,0.2628015391445889
338,227,232,5,0,0,8.857758620689655,0.3130131362889924
339,69,237,168,0,0,7.751054852320675,0.27250947579203333
340,232,232,0,0,0,10.431034482758621,0.28093745335124537
341,0,230,230,0,0,6.2,0.26550218340611037
342,0,228,228,0,0,6.600877192982456,0.30255429322203836
343,116,231,115,0,0,7.926406926406926,0.2597779032561606
344,1,232,231,0,0,6.892241379310345,0.19180101507687905
345,245,245,0,0,0,9.375510204081632,0.26825025092003657
346,0,231,231,0,0,6.658008658008658,0.2781855825334076
347,42,243,201,0,0,7.604938271604938,0.30609121518212734
348,40,242,202,0,0,7.603305785123967,0.29011350776722433
349,0,235,235,0,0,6.859574468085106,0.28361520276414215
350,0,231,231,0,0,6.298701298701299,0.2538678712591718
351,0,228,228,0,0,6.359649122807017,0.3106113300873323
352,13,231,218,0,0,7.346320346320346,0.2795407491059687
353,234,234,0,0,0,10.495726495726496,0.25105462015333285
354,1,238,237,0,0,6.991596638655462,0.21089954969329291
355,244,244,0,0,0,9.94672131147541,0.26463941172501726
356,0,242,242,0,0,6.884297520661157,0.26871506464113015
357,124,230,106,0,0,8.004347826086956,0.24888931080311436
358,8,245,237,0,0,7.338775510204082,0.2904984944797598
359,0,231,231,0,0,6.090909090909091,0.3264822134387388
360,0,239,239,0,0,6.292887029288703,0.2836046552512253
361,0,238,238,0,0,6.420168067226891,0.2699712796510988
362,0,241,241,0,0,5.970954356846473,0.261652835408025
363,0,231,231,0,0,6.896103896103896,0.29350649350649094
364,235,235,0,0,0,9.736170212765957,0.2890707401345733
365,66,234,168,0,0,7.82051282051282,0.2509078903928713
366,0,230,230,0,0,6.434782608695652,0.2468198215302798
367,245,245,0,0,0,10.379591836734694,0.2610572097691609
368,219,237,18,0,0,8.518987341772151,0.259171851534012
369,0,242,242,0,0,6.595041322314049,0.30005829704057013
370,37,234,197,0,0,7.581196581196581,0.2959539268552171
371,0,241,241,0,0,6.087136929460581,0.26320885200553523
372,0,227,227,0,0,6.334801762114537,0.27679232778449564
373,0,232,232,0,0,6.482758620689655,0.27675772503358903
374,241,241,0,0,0,10.975103734439834,0.3577109266943353
375,116,230,114,0,0,7.995652173913044,0.29255743307385673
376,46,242,196,0,0,7.619834710743802,0.2615136655121548
377,243,243,0,0,0,10.407407407407407,0.28374655647383423
378,222,229,7,0,0,8.799126637554584,0.27526239178732476
379,231,231,0,0,0,10.056277056277056,0.36638434029738837
380,86,229,143,0,0,7.88646288209607,0.22389489006358768
381,86,237,151,0,0,7.780590717299578,0.2821640563541423
382,22,241,219,0,0,7.468879668049793,0.2750691562932237
383,29,230,201,0,0,7.565217391304348,0.29048794380102216
384,0,235,235,0,0,6.834042553191489,0.24157119476268024
385,2,236,234,0,0,6.936440677966102,0.25551749008294056
386,239,239,0,0,0,9.615062761506277,0.24615871453184016
387,240,240,0,0,0,10.054166666666667,0.26902022315202334
388,242,242,0,0,0,9.351239669421487,0.2952059257227101
389,0,233,233,0,0,6.407725321888412,0.25114695870948267
390,6,236,230,0,0,7.148305084745763,0.2800396682293525
391,15,235,220,0,0,7.370212765957447,0.2768867066739388
392,1,244,243,0,0,6.684426229508197,0.27448896984415977
393,34,234,200,0,0,7.564102564102564,0.26411356883459647
394,244,244,0,0,0,10.663934426229508,0.2651959792214848
395,174,237,63,0,0,8.367088607594937,0.3180647929628907
396,0,228,228,0,0,6.578947368421052,0.27127289589613096
397,2,245,243,0,0,6.828571428571428,0.2901639344262265
398,235,235,0,0,0,9.429787234042553,0.27175850154573056
399,247,247,0,0,0,10.03238866396761,0.3160198808465823
400,0,237,237,0,0,6.451476793248945,0.27411857255238226
401,239,239,0,0,0,9.761506276150628,0.2664111669772475
402,0,227,227,0,0,6.343612334801762,0.27963822073213596
403,244,244,0,0,0,10.495901639344263,0.3250860149767246
404,0,241,241,0,0,6.564315352697095,0.27188796680497945
405,0,234,234,0,0,7.1239316239316235,0.23779391805142686
406,91,245,154,0,0,7.918367346938775,0.2883907661425241
407,244,244,0,0,0,10.352459016393443,0.2703231464615839
408,208,237,29,0,0,8.48945147679325,0.26789673174569206
409,241,241,0,0,0,9.775933609958507,0.29125172890732454
410,231,231,0,0,0,10.406926406926408,0.28586485977790765
411,48,236,188,0,0,7.682203389830509,0.2943202307969725
412,239,239,0,0,0,10.644351464435147,0.3057557751133939
413,48,239,191,0,0,7.631799163179917,0.25041313596568004
414,64,246,182,0,0,7.760162601626016,0.2728554836568798
415,1,228,227,0,0,6.87280701754386,0.3053365793337931
416,238,238,0,0,0,10.554621848739496,0.27337517285395196
417,193,239,46,0,0,8.338912133891213,0.2838156182975321
418,0,243,243,0,0,6.102880658436214,0.27449579974832766
419,238,238,0,0,0,10.315126050420169,0.250487536786865
420,3,232,229,0,0,6.978448275862069,0.2636027765338086
421,0,239,239,0,0,6.686192468619247,0.2750606518758112
422,2,244,242,0,0,7.073770491803279,0.2826013627470832
423,0,239,239,0,0,6.497907949790795,0.26785274779367607
424,4,244,240,0,0,7.069672131147541,0.26261552991971615
425,5,242,237,0,0,7.12396694214876,0.31651863790679297
426,230,233,3,0,0,8.909871244635193,0.24615213852301418
427,0,226,226,0,0,6.030973451327434,0.2968141592920357
428,42,241,199,0,0,7.601659751037344,0.307330567081605
429,233,233,0,0,0,10.660944206008583,0.3112697942874077
430,1,238,237,0,0,7.109243697478991,0.26649647200652515
431,241,241,0,0,0,10.630705394190871,0.267219917012441
432,0,242,242,0,0,6.06198347107438,0.25755289599122483
433,180,231,51,0,0,8.32034632034632,0.2969320534537948
434,160,245,85,0,0,8.187755102040816,0.2924723987955792
435,87,235,148,0,0,7.842553191489362,0.27852336788506893
436,237,237,0,0,0,9.856540084388186,0.26746763927626566
437,0,244,244,0,0,6.012295081967213,0.2508770154489653
438,0,226,226,0,0,6.265486725663717,0.2847590953785645
439,0,237,237,0,0,6.30801687763713,0.28184223700207256
440,40,229,189,0,0,7.5895196506550215,0.2956791542174199
441,0,237,237,0,0,6.40084388185654,0.2750840306085993
442,2,238,236,0,0,6.9789915966386555,0.24006311385313633
443,30,230,200,0,0,7.465217391304348,0.2935447123599773
444,0,242,242,0,0,6.512396694214876,0.29237680463632826
445,101,229,128,0,0,7.995633187772926,0.31138435608672327
446,136,228,92,0,0,8.052631578947368,0.20867145838163734
447,11,237,226,0,0,7.291139240506329,0.25809912036043836
448,0,230,230,0,0,6.5,0.2685589519650655
449,237,237,0,0,0,9.451476793248945,0.30801687763713576
450,235,235,0,0,0,10.093617021276597,0.2476086561192872
451,0,242,242,0,0,6.731404958677686,0.25535818387572395
452,160,238,78,0,0,8.184873949579831,0.2779136971244177
453,106,232,126,0,0,7.896551724137931,0.2576503955814276
454,236,236,0,0,0,10.292372881355933,0.26734583483591856
455,27,244,217,0,0,7.459016393442623,0.257572691088175
456,0,241,241,0,0,7.037344398340249,0.2527662517289097
457,12,230,218,0,0,7.386956521739131,0.28192519460793547
458,240,241,1,0,0,8.995850622406639,0.23748271092669407
459,92,231,139,0,0,7.926406926406926,0.338038772821378
460,3,233,230,0,0,7.055793991416309,0.24256326772235987
461,231,242,11,0,0,8.685950413223141,0.2744075991906953
462,120,242,122,0,0,7.987603305785124,0.2778539830595648
463,235,235,0,0,0,10.557446808510639,0.281942171303877
464,242,243,1,0,0,9.469135802469136,0.2748699112335465
465,51,244,193,0,0,7.676229508196721,0.2774573298252725
466,1,242,241,0,0,6.859504132231405,0.2872329481156327
467,0,244,244,0,0,6.557377049180328,0.2888753963435181
468,232,232,0,0,0,9.336206896551724,0.2674279743245184
469,0,242,242,0,0,6.305785123966942,0.2795514557113984
470,0,235,235,0,0,6.3319148936170215,0.2568830696490272
471,0,230,230,0,0,6.6347826086956525,0.24157964685779545
472,240,240,0,0,0,9.6125,0.2885460251046086
473,233,233,0,0,0,10.167381974248928,0.2520349267426417
474,190,241,51,0,0,8.33195020746888,0.2643499308437034
475,34,228,194,0,0,7.574561403508772,0.2807597186799609
476,105,230,125,0,0,7.917391304347826,0.2769887981773326
477,11,228,217,0,0,7.298245614035087,0.2807017543859669
478,117,243,126,0,0,8.012345679012345,0.2519130700948905
479,0,231,231,0,0,6.510822510822511,0.2770562770562759
